title,company,link,job_desc,job_func,location,job_type,source,
Senior Accountant,"Pacific Surgical, Inc.",https://ph.linkedin.com/jobs/view/senior-accountant-at-pacific-surgical-inc-4184834274?position=12&pageNum=0&refId=Y7EWstHxzbxT6GmxLAZpfQ%3D%3D&trackingId=I91J8qajWg%2BTkZ2htP%2BE3g%3D%3D,"Our CompanyPacific Surgical, formerly Pacific Spine, was founded in 2005 as a medical device and equipment distributor focused on providing Filipino patients and surgeons with access to the best possible surgical technology.Originally focused solely on the Orthopedic Spine segment, Pacific Surgical now operates five distinct divisions: Spine, Joints, Sports, Biologics and Medical Equipment. The Spine, Joints and Sports divisions focus entirely on novel, US made implants and devices, while the Medical Equipment division offers hospitals highly specialized capital equipment to meet their surgical needs. The Biologics division focuses on US made biologic products to treat conditions associated with aging or injury.While Orthopedics is still the key driver of Pacific Surgical’s success, making up over 70% of gross sales, the company has ventured into other areas such as General Surgery, Neurosurgery, OB GYN, Laparoscopy and Surgical Simulation.OUR VISION AND MISSIONVision: To help improve the lives of patients, surgeons, and employees through quality, service, value and compassion.Mission: To improve the quality of healthcare in the Philippines through the introduction of high quality, innovative and cost-effective medical products.OUR PRODUCTSThe products we carry are exclusively high-end, branded surgical and medical products from US and European companies. Pacific Surgical believes that for patients to truly get the best medical care they can get, they need access to the world’s most innovative products in healthcare. Our goal is to provide the highest quality products at price points the Filipino patient can potentially afford. Globally recognized brands within the healthcare community we work with such as Medtronic, Arthrex, MicroPort, and Simbionix make cutting edge technology products that make a difference in patients’ lives.The Role Oversee processes and review work output for the following process:Sales and Receivables: Biologics, Joints &amp; EquipmentSales and Receivables: Spine &amp; SportsMonitor and ensures collections received are recorded in QuickBooks at a timely manner ReconciliationBiologics Sales Joints Sales Commission ComputationEnsure that all sales for the month is recorded prior to starting the commission computationCompute for the commission for the month per division based on the aligned commission policy.Review previous months for unreleased commissions for pay-outForward the commission for review and approvalForward approved commissions for inclusion to payrollMaintain hardcopy filing of commissions paid on a monthly basisRelease commission payments for the month to sales team (done via email)Maintain subsidiary ledger of commission payments per sales person Reporting RequirementsBank Reconciliation for BPI ImplantsBank Reconciliation for BDO ImplantsBank Reconciliation for BDO EquipmentBank Reconciliation for BDO Biologics Other Tasks/Projects as deemed necessary by Associate Accounting ManagerIdeal ProfileCandidate must possess at least a Bachelor's/College Degree in Accountancy or equivalent.Preferably at least 2 to 5 years relevant accounting, audit and tax work experience and at least 2 years of experience as a Senior Accountant/ Specialist leading a team.Willing to work overtime especially on month end and audit season.Key CompetenciesStrong background in tax and financial reporting standards.Excellent communication skills (both oral and written).Knowledge or experience in QuickBooks and SAP is an advantage.Strong attention to detail and excellent analytical skills.What's on Offer?Opportunity within a company with a solid track record of performanceAttractive Salary &amp; BenefitsA role that offers a breadth of learning opportunities","Accounting & Auditing, Banking & Financial Services","Makati City, National Capital Region (NCR)",Full-time,Linkedin,
Payroll Specialist | Makati,MedGrocer,https://www.kalibrr.com/c/medgrocer/jobs/247317/payroll-specialist-makati-6,"MedGrocer's digitally-enabled wellness and population health programs, telehealth and medical services, and onsite medical staff work with hundreds of pharma companies and employers to improve the physical and mental health of over one million Filipinos every year.Here at MedGrocer, you will contribute to innovative healthcare solutions that enhance accessibility and efficiency. Collaborate with a diverse team on impactful projects that improve lives while fostering your personal and professional growth.The Payroll Specialist handles payroll duties such as reviewing timekeeping, handling payouts, and maintaining accurate records of all payroll transactions.Key Responsibilities	Oversee the entire payroll process from start to finish, including tasks such as timekeeping, calculating pay, processing transactions, and maintaining records	Ensure that payroll-related documents are accurate, complete, and in compliance with government mandates	Address and resolve employee complaints regarding payroll systems or transactions	Manage and administer mandatory employee benefits such as SSS, PhilHealth, and Pag-IBIG	Process employee contributions and facilitates timely remittance to relevant government agencies	 Perks and Benefits:	HMO for employees	Paid leaves	Medicine coupons	Opportunities for promotion and performance bonuses	13th month pay MedGrocer's digitally-enabled wellness and population health programs, telehealth and medical services, and onsite medical staff work with hundreds of pharma companies and employers to improve the physical and mental health of over one million Filipinos every year.Here at MedGrocer, you will contribute to innovative healthcare solutions that enhance accessibility and efficiency. Collaborate with a diverse team on impactful projects that improve lives while fostering your personal and professional growth.The Payroll Specialist handles payroll duties such as reviewing timekeeping, handling payouts, and maintaining accurate records of all payroll transactions.Key Responsibilities	Oversee the entire payroll process from start to finish, including tasks such as timekeeping, calculating pay, processing transactions, and maintaining records	Ensure that payroll-related documents are accurate, complete, and in compliance with government mandates	Address and resolve employee complaints regarding payroll systems or transactions	Manage and administer mandatory employee benefits such as SSS, PhilHealth, and Pag-IBIG	Process employee contributions and facilitates timely remittance to relevant government agencies	 Perks and Benefits:	HMO for employees	Paid leaves	Medicine coupons	Opportunities for promotion and performance bonuses	13th month pay 	Bachelor’s Degree in Human Resources, Accounting, or other related fields;	Preferably has experience in finance or accounting-related positions;	Open to fresh graduates and experienced professionals;	Must work onsite in MakatiHire NowSign UpLogin",Accounting & Auditing,"Makati City, National Capital Region (NCR)",Full-time,Kalibrr,
Professional Mechanical Engineer,Makati Medical Center,https://ph.jobstreet.com/job/82936383?type=standard&ref=search-standalone&origin=cardTitle#sol=d69e17fcb6fb851666bf6f75ba45ccd0b7c406fb,"Job Summary:The Professional Mechanical Engineer monitors the condition and safety of the hospital mechanical systems and equipment. The PME also directs, monitors and assesses the performance of contractor and service providers employed by the Facilities Management &amp; Engineering Division (FMED) and makes effective recommendations for work quality improvement.Qualifications:Professional Mechanical EngineerAt least 8 years of mechanical engineering experience. With experience in leading/supervising mechanical engineering worksOpen to work in Makati areaFull time position",Engineering,"Manila City, National Capital Region (NCR)",Full-time,Jobstreet,
Oracle Cloud Application_IT Consultant,Accenture in the Philippines,https://www.kalibrr.com/c/a-philippines/jobs/253072/oracle-cloud-application-it-consultant,"Ready to become part of the dynamic Accenture team? We’re seeking candidates with the right skills and experience for this role. Think you match the profile? Reach out to us, we'd love to hear from you! Be part of Accenture Philippines' 40-year legacy. Impotant Note:Before applying for this position at Accenture, please ensure that you meet the required qualifications and possess the skills outlined in the job description below before applying. Only candidates who has the necessary criteria will be considered for the role. It is important that applicants have the relevant experience, knowledge, and expertise as described in the posting to ensure a successful application. What you’ll do:	Attends Global/Regional workshops and kick-off work for project	Teams with key client business and IT users to define business requirements and design solutions to meet their needs	Maintains demand and flow of inputs to the project, performs analysis, localization work	Lead the technical aspects of Oracle Cloud Technology implementations, providing hands-on expertise in design, configuration, and customization.	Manage end-to-end Oracle Cloud Technology projects, ensuring timely delivery, budget adherence, and client satisfaction.	Work closely with cross-functional teams, providing guidance and mentorship to junior team members, fostering collaboration and knowledge sharing.	Engage with clients to understand their unique challenges, providing strategic insights, and translating requirements into effective Oracle Cloud Tech solutions.	Drive the design and architecture of Oracle Cloud Tech solutions, ensuring alignment with industry best practices and client needs.	Conduct thorough testing and quality assurance to guarantee the robustness and reliability of Oracle Cloud Tech implementations.	Stay updated on the latest Oracle Cloud Tech features, industry trends, and emerging technologies, bringing fresh perspectives to our projects.Ready to become part of the dynamic Accenture team? We’re seeking candidates with the right skills and experience for this role. Think you match the profile? Reach out to us, we'd love to hear from you! Be part of Accenture Philippines' 40-year legacy. Impotant Note:Before applying for this position at Accenture, please ensure that you meet the required qualifications and possess the skills outlined in the job description below before applying. Only candidates who has the necessary criteria will be considered for the role. It is important that applicants have the relevant experience, knowledge, and expertise as described in the posting to ensure a successful application. What you’ll do:	Attends Global/Regional workshops and kick-off work for project	Teams with key client business and IT users to define business requirements and design solutions to meet their needs	Maintains demand and flow of inputs to the project, performs analysis, localization work	Lead the technical aspects of Oracle Cloud Technology implementations, providing hands-on expertise in design, configuration, and customization.	Manage end-to-end Oracle Cloud Technology projects, ensuring timely delivery, budget adherence, and client satisfaction.	Work closely with cross-functional teams, providing guidance and mentorship to junior team members, fostering collaboration and knowledge sharing.	Engage with clients to understand their unique challenges, providing strategic insights, and translating requirements into effective Oracle Cloud Tech solutions.	Drive the design and architecture of Oracle Cloud Tech solutions, ensuring alignment with industry best practices and client needs.	Conduct thorough testing and quality assurance to guarantee the robustness and reliability of Oracle Cloud Tech implementations.	Stay updated on the latest Oracle Cloud Tech features, industry trends, and emerging technologies, bringing fresh perspectives to our projects.Here’s what you need:	4-7+ years of relevant IT, Programming, Technology Experience; 1-3+ Years of Program/Project Management	Relevant experiences in 1 or more of the following areas:			Application Development		Technology Architecture		Database Administration		Experience in a role or similar capacity that does any of the following activities:		PaaS Development		Platform Support		Platorm Security		Database Administration		Client-facing experience		Experience with various aspects of Oracle Application implementation including requirements gathering, fit or gap analysis, functional design development, user acceptance testing, training and deployment activities 		Experience in other SaaS products would be beneficial; preferably with a consulting background and experience of end to end Oracle Cloud implementation project lifecycles			Due to the unique nature of the work:			Strong team player with proven success in contributing to a team-oriented environment and team leadership skills 		Proven ability to work creatively and analytically in a problem-solving environment		Excellent oral and written communication skills and interpersonal skills 		Experience in other HR project implementation is a plus		Degree in Information Technology, Computer Science or other relevant field		Willing to travel for short- and long-term assignments			Technological Knowledge: SQL, PL / SQL, JavaScript, GIT, Type Script, Node JS, Angular, Python, Springboot, API Integration, Generative AI	Architecture Knowledge: Oracle Cloud Infrastructure, Oracle CC&amp;B Infrasturcture, Weblogic, Apache	Database: Oracle DBCS, Oracle Apps DBA, MySQL	Nice To Have:			Bachelor’s or Master’s Degree in IT or relevant field		Proven experience leading Oracle Cloud Technology implementations in a consulting environment.		In-depth technical expertise in Oracle Cloud Technology modules and configurations.		Strong project management skills with a focus on delivering high-quality solutions.		Excellent communication and interpersonal skills for effective client engagement.		Oracle Cloud Certification is a significant advantage, but not required		PPSM Certifications		Hire NowSign UpLogin",Information Technology,"Mandaluyong City, National Capital Region (NCR)",Full-time,Kalibrr,
Finance Manager | Makati,MedGrocer,https://www.kalibrr.com/c/medgrocer/jobs/253656/finance-manager-makati-2,"MedGrocer's digitally-enabled wellness and population health programs, telehealth and medical services, and onsite medical staff work with hundreds of pharma companies and employers to improve the physical and mental health of over one million Filipinos every year.Here at MedGrocer, you will contribute to innovative healthcare solutions that enhance accessibility and efficiency. Collaborate with a diverse team on impactful projects that improve lives while fostering your personal and professional growth.The Finance Manager directly oversees the daily operations of the Finance team, identifies areas of improvement for finance processes, and provides recommendations. They also support other business units by providing financial and management analyses to enable cost-efficient decision-making.Key Responsibilities	Supervises the Finance and Business Intelligence team to ensure timely and accurate daily operations	Analyzes the monthly financial performance of the various business units to provide direction and insights in making decisions to achieve company objectives and growth	Guarantees compliance with tax laws, including timely tax return preparation, submission, and payments, by keeping up-to-date with BIR rulings and regulations	Prepares financial and management analyses to provide in-depth analysis reports to assist top management on decision making	Improves financial systems and develops policies and processes to initiate corrective and preventive actionsPerks and Benefits	HMO for employees	Paid leaves	Medicine coupons	Opportunities for promotion and performance bonuses	13th month payMedGrocer's digitally-enabled wellness and population health programs, telehealth and medical services, and onsite medical staff work with hundreds of pharma companies and employers to improve the physical and mental health of over one million Filipinos every year.Here at MedGrocer, you will contribute to innovative healthcare solutions that enhance accessibility and efficiency. Collaborate with a diverse team on impactful projects that improve lives while fostering your personal and professional growth.The Finance Manager directly oversees the daily operations of the Finance team, identifies areas of improvement for finance processes, and provides recommendations. They also support other business units by providing financial and management analyses to enable cost-efficient decision-making.Key Responsibilities	Supervises the Finance and Business Intelligence team to ensure timely and accurate daily operations	Analyzes the monthly financial performance of the various business units to provide direction and insights in making decisions to achieve company objectives and growth	Guarantees compliance with tax laws, including timely tax return preparation, submission, and payments, by keeping up-to-date with BIR rulings and regulations	Prepares financial and management analyses to provide in-depth analysis reports to assist top management on decision making	Improves financial systems and develops policies and processes to initiate corrective and preventive actionsPerks and Benefits	HMO for employees	Paid leaves	Medicine coupons	Opportunities for promotion and performance bonuses	13th month pay	Bachelor’s degree in Accounting, Finance, or any related field	1-2 years of experience in a finance-related role, ideally with major auditing firms	Certified Public Accountant (CPA) licensure is preferred, but not required	Must work onsite in MakatiHire NowSign UpLogin",Accounting & Auditing,"Makati City, National Capital Region (NCR)",Full-time,Kalibrr,
Business Architect | SAP BW4HANA Data Modeling and Development,Accenture in the Philippines,https://www.kalibrr.com/c/a-philippines/jobs/253684/business-architect-sap-bw4hana-data-modeling-and-development,"Ready to become part of the dynamic Accenture team? We’re seeking candidates with the right skills and experience for this role. Think you match the profile? Reach out to us, we'd love to hear from you! Be part of Accenture Philippines' 40-year legacy. Impotant Note:Before applying for this position at Accenture, please ensure that you meet the required qualifications and possess the skills outlined in the job description below before applying. Only candidates who has the necessary criteria will be considered for the role. It is important that applicants have the relevant experience, knowledge, and expertise as described in the posting to ensure a successful application. What you’ll do:	Design, build and configure applications to meet business process and application requirements    	Involve in process and functional/technical design activities and analysis of AS-IS and TO-BE processes.    	Create functional/technical requirements as an input to application design    	Involve in application build, test, and deploy activities    	Plan and execute data conversion activities    	Develop and test detailed functional/technical designs for business solution components    	Drive test planning and execution (break-fix, enhancements, and problem management delivery) Ready to become part of the dynamic Accenture team? We’re seeking candidates with the right skills and experience for this role. Think you match the profile? Reach out to us, we'd love to hear from you! Be part of Accenture Philippines' 40-year legacy. Impotant Note:Before applying for this position at Accenture, please ensure that you meet the required qualifications and possess the skills outlined in the job description below before applying. Only candidates who has the necessary criteria will be considered for the role. It is important that applicants have the relevant experience, knowledge, and expertise as described in the posting to ensure a successful application. What you’ll do:	Design, build and configure applications to meet business process and application requirements    	Involve in process and functional/technical design activities and analysis of AS-IS and TO-BE processes.    	Create functional/technical requirements as an input to application design    	Involve in application build, test, and deploy activities    	Plan and execute data conversion activities    	Develop and test detailed functional/technical designs for business solution components    	Drive test planning and execution (break-fix, enhancements, and problem management delivery) Here’s what you need:	Bachelor’s Degree or equivalent requirement with industry experience.    	Minimum 5 year(s) of experience is required    	Proven ability to build, manage and foster a team-oriented environment.    	Proven ability to work creatively and analytically in a problem-solving environment     	Desire to work in an information systems environment    	Excellent communication skills both in written and oral    Hire NowSign UpLogin",Information Technology,"Mandaluyong City, National Capital Region (NCR)",Full-time,Kalibrr,
Accounts Payable Subject Matter Expert,Viventis Search Asia,https://ph.jobstreet.com/job/83251972?type=standard&ref=search-standalone&origin=cardTitle#sol=7e999e958fd0d016a751d39b9a07157ea56141c1,"A US company that is setting up a shared services center in Taguig is building its Accounts Payable group, from Associate to Manager level roles. The Accounts Payable Expert plays a crucial role in the daily operations of the Accounts Payable Department responsible for overseeing the accuracy and efficiency of invoice processing, training junior team members, and ensuring compliance with established guidelines and policies while supporting the AP Manager in strategic initiatives.Essential Functions:• Oversee the daily entry of Purchase Order and Non-Purchase Order invoices into the system, ensuring adherence to established guidelines.• Assist in the execution of recurring and contract payments according to Contract Management guidelines.• Collaborate with Material Management to ensure compliance with invoice matching and purchase orders.• Validate non-PO invoices for Optical Character Recognition (OCR) accuracy and correct any discrepancies.• Conduct daily reviews of invoice batches and ensure proper documentation is present prior to payment release.• Maintain effective vendor relationships and resolve inquiries regarding payment status for open invoices.• Prepare and analyze productivity reports, submitting findings to the AP Manager.• Train and mentor junior team members, fostering their professional development and ensuring adherence to departmental processes.• Assist in the implementation of standardized processes and system-wide policies within the AP Department.• Support the AP Manager in strategic planning and execution, including compliance with Internal Audit guidelines and local regulations.Qualifications:• Bachelor's Degree• 3+ years’ experience with processing accounts payable invoices, preferably functioning as a Subject Matter Expert.• AP experience in a global shared services environment, preferably supporting US market.• Well-developed interpersonal skills to communicate effectively and with discretion.• Strong organizational skills and the ability to manage multiple tasks concurrently.• Proficient data entry speed and accuracy.• Ability to work independently and maintain composure under pressure.• Familiarity with ERP systems and Microsoft Office Suite.Desired Qualifications:• Experience in the healthcare hospital industry.• Experience with software or with similar ERP packages highly desired.Others:• Full onsite in BGC Taguig; willing to report in Makati during the first 3 months• Nightshift following the CST timezone• Can start in June 2025",Accounting & Auditing,"Manila City, National Capital Region (NCR)",Full-time,Jobstreet,
PROCUREMENT ASSISTANT,Makati Medical Center,https://ph.jobstreet.com/job/83009615?type=standard&ref=search-standalone&origin=cardTitle#sol=6a61f8c8a590eddc22ee35004f60ab01cd98a604,"The Procurement Assistant is responsible for the effecient and effective processing of requests to purchase goods services for assigned accounts required by the hospital. He/she sources for suppliers and handles negotiations with them. He/she also ensures ensures appropriate and timely delivery of purchase requests according to established policies and procedures.Candidate must possess at least a Bachelor's/College Degree , any field.At least 6 months experienced in Procurement/purchasingMust be willing to work on-site in Makati.Full-Time position(s) available.","Manufacturing, Transport & Logistics","Manila City, National Capital Region (NCR)",Full-time,Jobstreet,
In House Sales Trainee,"Kenneth & Mock Designs, Inc.",https://www.kalibrr.com/c/kenneth-mock-designs-inc/jobs/253541/in-house-sales-trainee,"Job Summary:Provide assistance and learn sales process by completing training assignments and rotations in sales and operations department. Duties &amp; Responsibilities:	Learns sales administration by completing rotation in sales and operations department;	Learns sales process by completing training program;	Observes sales process by traveling with In-House Account Sales Representatives in attending clients, meeting, site visit, ocular inspections and others;	Practices sales process by attending call-ins or walk-ins clients;	Learns how to read plans (floor plans, schedules and elevations);	Learns to interpret the technical aspect of the product like the shop drawings;	Updates job knowledge by participating  in trade fairs and exhibits opportunities, reading  company’s magazines, plans (floor plans, schedules and elevations;	Accomplishes sales and organization mission by completing related results as needed;	Provide assistance in every aspect in Sales Operations Department; and	Conduct other responsibilities may assigned by the immediate manager/head.Job Summary:Provide assistance and learn sales process by completing training assignments and rotations in sales and operations department. Duties &amp; Responsibilities:	Learns sales administration by completing rotation in sales and operations department;	Learns sales process by completing training program;	Observes sales process by traveling with In-House Account Sales Representatives in attending clients, meeting, site visit, ocular inspections and others;	Practices sales process by attending call-ins or walk-ins clients;	Learns how to read plans (floor plans, schedules and elevations);	Learns to interpret the technical aspect of the product like the shop drawings;	Updates job knowledge by participating  in trade fairs and exhibits opportunities, reading  company’s magazines, plans (floor plans, schedules and elevations;	Accomplishes sales and organization mission by completing related results as needed;	Provide assistance in every aspect in Sales Operations Department; and	Conduct other responsibilities may assigned by the immediate manager/head.	Strong analytical and planning skills;	Good communication and presentation skills;	Excellent problem-solving skills;	Results oriented;	Ability and desire for sales job with a confident and determined approach;	Highly self motivated and ambitious in achieving goals;	Should possess the skill to work both in team and also perform independently;	Should capable of thriving in the competitive markets; and	Computer Literate (Microsoft word, excel and PowerPoint)	Strong analytical and planning skills;	Good communication and presentation skills;	Excellent problem-solving skills;	Results oriented;	Ability and desire for sales job with a confident and determined approach;	Highly self motivated and ambitious in achieving goals;	Should possess the skill to work both in team and also perform independently;	Should capable of thriving in the competitive markets; and	Computer Literate (Microsoft word, excel and PowerPoint)Hire NowSign UpLogin",,"Quezon City, National Capital Region (NCR)",Full-time,Kalibrr,
Open for Finance &amp; Accounting Grad  | Functional Developer,Accenture in the Philippines,https://www.kalibrr.com/c/a-philippines/jobs/253360/open-for-finance-accounting-grad-functional-developer,"Ready to become part of the dynamic Accenture team? We’re seeking candidates with the right skills and experience for this role. Think you match the profile? Reach out to us, we'd love to hear from you!Be part of Accenture Philippines' 40-year legacy.What you’ll do:A. Functional Development	Develop new features or products for a particular area of our platform, working alongside the Development Team	Maintain and enhance current features and functionalities, and monitor and control the system	Configure business processes based on defined business requirement B. Analytics	Turn information into action through Analytics-based solutions	Develop quantitative and qualitative business insights using analytical tools and techniques	Integrate systems and data quickly and effectively C. Software Tester	Construct and execute test scripts	Document and report system errors and gaps identified during testing phase	Drive recommendations that contribute to the improvement of the program D. IT Operations Associate	Administer and maintain clients’ IT systems infrastructure, deal with servers, databases, network, and Cloud	Develop and maintain knowledge of tools and service management procedures necessary to run IT operations	Support incident identification, prioritization, and resolution activities	Participate in automation and other continuous improvement initiatives E. Technical Support	Deliver timely responses, diagnoses, resolutions, and tracking of customer support inquiries across various communication channels such as phone, email, chat, and social media.	Ensure adherence to Service Level Objectives (SLOs) for response and resolution times.	Will provide technical support, troubleshooting guidance, and personalized assistance to ensure our customers maximize the value of their investments.	Will play a critical role in providing technical support and guidance to customers.	Responsible for assisting customers with setup, troubleshooting, and optimization of RTC services to ensure seamless communication experiences.	Sales-oriented Account Management profile capable of addressing basic technical questions, recognize customer needs and proposed relevant upsells. F. Project Management Associate	Enable effective program management that increases overall quality of Technology Delivery	Support projects by tracking and managing project management office activitiesReady to become part of the dynamic Accenture team? We’re seeking candidates with the right skills and experience for this role. Think you match the profile? Reach out to us, we'd love to hear from you!Be part of Accenture Philippines' 40-year legacy.What you’ll do:A. Functional Development	Develop new features or products for a particular area of our platform, working alongside the Development Team	Maintain and enhance current features and functionalities, and monitor and control the system	Configure business processes based on defined business requirement B. Analytics	Turn information into action through Analytics-based solutions	Develop quantitative and qualitative business insights using analytical tools and techniques	Integrate systems and data quickly and effectively C. Software Tester	Construct and execute test scripts	Document and report system errors and gaps identified during testing phase	Drive recommendations that contribute to the improvement of the program D. IT Operations Associate	Administer and maintain clients’ IT systems infrastructure, deal with servers, databases, network, and Cloud	Develop and maintain knowledge of tools and service management procedures necessary to run IT operations	Support incident identification, prioritization, and resolution activities	Participate in automation and other continuous improvement initiatives E. Technical Support	Deliver timely responses, diagnoses, resolutions, and tracking of customer support inquiries across various communication channels such as phone, email, chat, and social media.	Ensure adherence to Service Level Objectives (SLOs) for response and resolution times.	Will provide technical support, troubleshooting guidance, and personalized assistance to ensure our customers maximize the value of their investments.	Will play a critical role in providing technical support and guidance to customers.	Responsible for assisting customers with setup, troubleshooting, and optimization of RTC services to ensure seamless communication experiences.	Sales-oriented Account Management profile capable of addressing basic technical questions, recognize customer needs and proposed relevant upsells. F. Project Management Associate	Enable effective program management that increases overall quality of Technology Delivery	Support projects by tracking and managing project management office activitiesHere’s what you’ll need: 	Amenable to work in Manila office locations. A. Functional Development	Open to any course	Graduate of Computer Science, Engineering or Mathematics is an advantage	Willing to be trained in any programming language / skill	Likes configuring, maintaining and enhancing current features and functionalities of the systemB. Analytics	Graduate of Mathematics, Statistics or any related course	Interested in Data Science, infographics and reportsC. Software Tester	Graduate of Industrial Engineering or related courseInterest in software testing, debugging and quality assuranceD. IT Operations Associate	Graduate of Electronics &amp; Communications Engineering, Computer Engineering, Computer Science or other IT-related course	Interest and knowledge in IT systems, servers, network, Cloud and database support and administration workE. Technical Support	Must be a graduate of Bachelor's Degree in IT or similar	Undergraduates may be considered but should have at least 2 years of support experience in a BPO setting, on a tech-related field/account that focuses on email support/admin	Must at least have a basic understanding of how DNS works, including configuring common DNS records	Basic understanding of email delivery flow and how email gets sent and delivered from one server to another.	Strong troubleshooting skills including the ability to understand and resolve common HTTP/Web App and Interface related errors. (HTTP static errors, 403, 404, etc.)	Strong research, analytical and problem solving skills	Strong written and verbal communication skills in the English language	A basic understanding of how directory service works (User management, policies, permissions, etc...) is a plus	Experience with any form of Platform-as-a-Service (Paas) or Software-as-a-Service (SaaS) is a plus	A background on Email Hosting services is a plusF. Project Management Associate	Open to Fresh Graduates		Graduate of Business-related courses (e.g., Finance, BA, Accounting, Economics) or any related course			At least one (1) year of office work experience is an advantage	Good in MS Excel and Power Point	Hire NowSign UpLogin",Accounting & Auditing,"Mandaluyong City, National Capital Region (NCR)",Full-time,Kalibrr,
Financial Accountant | Expert in Australian Accounting,B4B Solutions Inc.,https://www.kalibrr.com/c/clear-admin-people/jobs/252321/financial-accountant-expert-in-australian-accounting,"Clear is looking for a Financial Accountant with at least 3 years of Australian account experience, to work remotely (Work-from-Home) with our Australia-based retail apparel client.As a Financial Accountant, your tasks may include, but not limited to: 	Managing the general ledger including overseeing the monthly balance sheet, banking, and inter-company reconciliations	Reconciling of bank transactions and other accounts	Posting of journal entries for accounts payable (overseas stock supplies) and accounts receivable	Coordinating with the entry and payments of stock related invoices	Completing the monthly accruals, prepayments, journals, fixed assets, and depreciation schedules	Managing tax lodgements (GST, FBT)	Managing and accounting for the Group credit card facility and usage	Assisting with cash flow reporting and managing daily cash requirements	Assisting with the preparation of year-end accounts,  statutory accounts and audit queries	Assisting with the budgeting and forecasting	Ensuring Accounting standards and policies are adhered to	Assisting in process improvement and systems enhancement initiatives	Proactively identifying new initiatives that could benefit the organisation	Assisting Financial Controller with other key tasks, as required Clear is looking for a Financial Accountant with at least 3 years of Australian account experience, to work remotely (Work-from-Home) with our Australia-based retail apparel client.As a Financial Accountant, your tasks may include, but not limited to: 	Managing the general ledger including overseeing the monthly balance sheet, banking, and inter-company reconciliations	Reconciling of bank transactions and other accounts	Posting of journal entries for accounts payable (overseas stock supplies) and accounts receivable	Coordinating with the entry and payments of stock related invoices	Completing the monthly accruals, prepayments, journals, fixed assets, and depreciation schedules	Managing tax lodgements (GST, FBT)	Managing and accounting for the Group credit card facility and usage	Assisting with cash flow reporting and managing daily cash requirements	Assisting with the preparation of year-end accounts,  statutory accounts and audit queries	Assisting with the budgeting and forecasting	Ensuring Accounting standards and policies are adhered to	Assisting in process improvement and systems enhancement initiatives	Proactively identifying new initiatives that could benefit the organisation	Assisting Financial Controller with other key tasks, as required 	Minimum 3 years of relevant Australian account experience	Proficient with MS Office applications, highly skilled in Excel and Outlook	More than 3 years of accounting-related experience	A bachelor’s degree in Finance, Accounting or any relevant course	 Required Attributes	Excellent verbal and written communication skills with high attention to detail	Highly skilled relationship management skills	Exceptional planning and organization skills	Has a proactive mindset and a mature disposition	Ability to work in a fast-paced, deadline-oriented environment	Minimum 3 years of relevant Australian account experience	Proficient with MS Office applications, highly skilled in Excel and Outlook	More than 3 years of accounting-related experience	A bachelor’s degree in Finance, Accounting or any relevant course	 Required Attributes	Excellent verbal and written communication skills with high attention to detail	Highly skilled relationship management skills	Exceptional planning and organization skills	Has a proactive mindset and a mature disposition	Ability to work in a fast-paced, deadline-oriented environmentHire NowSign UpLogin",Accounting & Auditing,"Makati City, National Capital Region (NCR)",Full-time,Kalibrr,
Branch Sales Associate Makati,Security Bank,https://www.kalibrr.com/c/security-bank/jobs/241990/branch-sales-associate-makati,"The RoleThe Sales Associate position will jump-start your career in ultimately becoming a Business Manager that will bring the organization to greater heights by increasing its customer base and portfolio.Graduates of the Sales Associate Training Program will become Junior Assistant Managers after six months.This role will work best for you if you are always on the go doing fieldwork while enjoying the opportunity to meet new people. Reap the fruits of your hard work and be enjoy the Bank’s performance-based awards and incentives on top of your basic pay.How You Will Contribute	Generate individual and corporate leads through client mapping	Acquire new clients and maintain the growth of newly solicited accounts	Assist clients in the selection of products and services suitable to their needs	Coordinate with branch operations team for effective bank service deliveryThe RoleThe Sales Associate position will jump-start your career in ultimately becoming a Business Manager that will bring the organization to greater heights by increasing its customer base and portfolio.Graduates of the Sales Associate Training Program will become Junior Assistant Managers after six months.This role will work best for you if you are always on the go doing fieldwork while enjoying the opportunity to meet new people. Reap the fruits of your hard work and be enjoy the Bank’s performance-based awards and incentives on top of your basic pay.How You Will Contribute	Generate individual and corporate leads through client mapping	Acquire new clients and maintain the growth of newly solicited accounts	Assist clients in the selection of products and services suitable to their needs	Coordinate with branch operations team for effective bank service deliveryWhat we’re looking for:	Graduate of a Bachelor’s degree in any field	Applicants with sales experience will have an advantage but fresh graduates with no experience are welcome to apply	Knowledge in Branch products such as Current Accounts and Savings Accounts (CASA) or other products, is an advantage but not required	Resourceful in getting new accounts and clients regardless of location	High passion for sales and excellent negotiation	Focused, output-driven, and up for challenging sales goals/targets	With excellent negotiation and customer service skillsWhat we’re looking for:	Graduate of a Bachelor’s degree in any field	Applicants with sales experience will have an advantage but fresh graduates with no experience are welcome to apply	Knowledge in Branch products such as Current Accounts and Savings Accounts (CASA) or other products, is an advantage but not required	Resourceful in getting new accounts and clients regardless of location	High passion for sales and excellent negotiation	Focused, output-driven, and up for challenging sales goals/targets	With excellent negotiation and customer service skillsHire NowSign UpLogin",Sales,"Makati City, National Capital Region (NCR)",Full-time,Kalibrr,
